Year,County,PDI,PDIDescription,Count_ICD9,Population_ICD9,ObsRate_ICD9,RiskAdjRate_ICD9,Count_ICD10,Population_ICD10,ObsRate_ICD10,RiskAdjRate_ICD10,AnnotationCode,AnnotationDesc
2017,Madera,16,Gastroenteritis (Age 3 months-17 years),,,,,21,"42,192",49.8,38.6,,
2018,Madera,16,Gastroenteritis (Age 3 months-17 years),,,,,25,"42,352",59.0,46.1,,
2019,Madera,16,Gastroenteritis (Age 3 months-17 years),,,,,14,"42,321",33.1,26.1,,
2020,Madera,16,Gastroenteritis (Age 3 months-17 years),,,,,14,"42,528",32.9,26.3,,
2005,Madera,17,Perforated Appendix (Age 1-17),27,61,442.6,439,,,,,,
2006,Madera,17,Perforated Appendix (Age 1-17),36,77,467.5,433.5,,,,,,
2007,Madera,17,Perforated Appendix (Age 1-17),26,77,337.7,325,,,,,,
2008,Madera,17,Perforated Appendix (Age 1-17),25,70,357.1,351.3,,,,,,
2009,Madera,17,Perforated Appendix (Age 1-17),23,75,306.7,292.4,,,,,,
2010,Madera,17,Perforated Appendix (Age 1-17),39,85,458.8,420.1,,,,,,
2011,Madera,17,Perforated Appendix (Age 1-17),32,82,390.2,369.1,,,,,,
2012,Madera,17,Perforated Appendix (Age 1-17),36,90,400,371.7,,,,,,
2013,Madera,17,Perforated Appendix (Age 1-17),36,92,391.3,356,,,,,,
2014,Madera,17,Perforated Appendix (Age 1-17),37,84,440.5,414.8,,,,,,
2015,Madera,17,Perforated Appendix (Age 1-17),25,56,446.4,429.1,,,,,,
2005,Madera,18,Urinary Tract Infection (Age 3 months-17 years),19,"39,691",47.9,46.1,,,,,,
2006,Madera,18,Urinary Tract Infection (Age 3 months-17 years),,,24.6,23.4,,,,,,
2007,Madera,18,Urinary Tract Infection (Age 3 months-17 years),,,17,16.1,,,,,,
2008,Madera,18,Urinary Tract Infection (Age 3 months-17 years),17,"41,839",40.6,38.5,,,,,,
2009,Madera,18,Urinary Tract Infection (Age 3 months-17 years),16,"41,956",38.1,36.4,,,,,,
2010,Madera,18,Urinary Tract Infection (Age 3 months-17 years),,,18.9,18.1,,,,,,
2011,Madera,18,Urinary Tract Infection (Age 3 months-17 years),16,"42,423",37.7,36.3,,,,,,
2012,Madera,18,Urinary Tract Infection (Age 3 months-17 years),,,23.8,22.8,,,,,,
2013,Madera,18,Urinary Tract Infection (Age 3 months-17 years),13,"41,923",31,29.7,,,,,,
2014,Madera,18,Urinary Tract Infection (Age 3 months-17 years),11,"44,044",25,23.6,,,,,,
2015,Madera,18,Urinary Tract Infection (Age 3 months-17 years),,,22.6,21.7,,,,,,
2016,Madera,18,Urinary Tract Infection (Age 3 months-17 years),,,,,,,16.7,10.7,1,Cell suppressed for small numbers
2017,Madera,18,Urinary Tract Infection (Age 3 months-17 years),,,,,,,9.5,6.1,1,Cell suppressed for small numbers
2018,Madera,18,Urinary Tract Infection (Age 3 months-17 years),,,,,11,"42,352",26.0,16.9,,
2019,Madera,18,Urinary Tract Infection (Age 3 months-17 years),,,,,16,"42,321",37.8,24.6,,
2020,Madera,18,Urinary Tract Infection (Age 3 months-17 years),,,,,,,16.5,10.8,1,Cell suppressed for small numbers
2005,Madera,90,PDI Overall Composite (Age 6-17),25,"26,694",93.7,93.1,,,,,,
2006,Madera,90,PDI Overall Composite (Age 6-17),34,"27,316",124.5,123.7,,,,,,
2007,Madera,90,PDI Overall Composite (Age 6-17),28,"27,619",101.4,100.7,,,,,,
2008,Madera,90,PDI Overall Composite (Age 6-17),34,"28,006",121.4,120.3,,,,,,
2009,Madera,90,PDI Overall Composite (Age 6-17),42,"28,198",148.9,147.6,,,,,,
2010,Madera,90,PDI Overall Composite (Age 6-17),41,"28,653",143.1,141.2,,,,,,
2011,Madera,90,PDI Overall Composite (Age 6-17),48,"28,632",167.6,164.8,,,,,,
2012,Madera,90,PDI Overall Composite (Age 6-17),33,"28,286",116.7,114.4,,,,,,
2013,Madera,90,PDI Overall Composite (Age 6-17),33,"28,245",116.8,114.2,,,,,,
2014,Madera,90,PDI Overall Composite (Age 6-17),41,"29,441",139.3,137.1,,,,,,
2015,Madera,90,PDI Overall Composite (Age 6-17),34,"21,006",161.9,157.4,,,,,,
2016,Madera,90,PDI Overall Composite (Age 6-17),,,,,47,"28,477",165.0,110.3,,
2017,Madera,90,PDI Overall Composite (Age 6-17),,,,,39,"28,714",135.8,90.8,,
2018,Madera,90,PDI Overall Composite (Age 6-17),,,,,43,"28,974",148.4,99.3,,
2019,Madera,90,PDI Overall Composite (Age 6-17),,,,,33,"29,101",113.4,75.8,,
2020,Madera,90,PDI Overall Composite (Age 6-17),,,,,23,"29,491",78.0,52.1,,
2005,Madera,91,PDI Acute Composite (Age 6-17),14,"26,694",52.4,52.2,,,,,,
2006,Madera,91,PDI Acute Composite (Age 6-17),11,"27,316",40.3,40,,,,,,
2007,Madera,91,PDI Acute Composite (Age 6-17),,,29,28.7,,,,,,
2008,Madera,91,PDI Acute Composite (Age 6-17),14,"28,006",50,49.3,,,,,,
2009,Madera,91,PDI Acute Composite (Age 6-17),12,"28,198",42.6,42,,,,,,
2010,Madera,91,PDI Acute Composite (Age 6-17),,,24.4,24,,,,,,
2011,Madera,91,PDI Acute Composite (Age 6-17),17,"28,632",59.4,58.2,,,,,,
2012,Madera,91,PDI Acute Composite (Age 6-17),,,28.3,27.7,,,,,,
2013,Madera,91,PDI Acute Composite (Age 6-17),,,21.2,20.7,,,,,,
2014,Madera,91,PDI Acute Composite (Age 6-17),,,34,33.3,,,,,,
2015,Madera,91,PDI Acute Composite (Age 6-17),13,"21,006",61.9,60.2,,,,,,
2016,Madera,91,PDI Acute Composite (Age 6-17),,,,,12,"28,477",42.1,30.8,,
2017,Madera,91,PDI Acute Composite (Age 6-17),,,,,12,"28,714",41.8,30.6,,
2018,Madera,91,PDI Acute Composite (Age 6-17),,,,,13,"28,974",44.9,32.9,,
2019,Madera,91,PDI Acute Composite (Age 6-17),,,,,13,"29,101",44.7,32.7,,
2020,Madera,91,PDI Acute Composite (Age 6-17),,,,,,,27.1,19.8,1,Cell suppressed for small numbers
2005,Madera,92,PDI Chronic Composite (Age 6-17),11,"26,694",41.2,40.9,,,,,,
2006,Madera,92,PDI Chronic Composite (Age 6-17),23,"27,316",84.2,83.7,,,,,,
2007,Madera,92,PDI Chronic Composite (Age 6-17),20,"27,619",72.4,72,,,,,,
2008,Madera,92,PDI Chronic Composite (Age 6-17),20,"28,006",71.4,70.9,,,,,,
2009,Madera,92,PDI Chronic Composite (Age 6-17),30,"28,198",106.4,105.6,,,,,,
2010,Madera,92,PDI Chronic Composite (Age 6-17),34,"28,653",118.7,117.3,,,,,,
2011,Madera,92,PDI Chronic Composite (Age 6-17),31,"28,632",108.3,106.6,,,,,,
2012,Madera,92,PDI Chronic Composite (Age 6-17),25,"28,286",88.4,86.7,,,,,,
2013,Madera,92,PDI Chronic Composite (Age 6-17),27,"28,245",95.6,93.5,,,,,,
2014,Madera,92,PDI Chronic Composite (Age 6-17),31,"29,441",105.3,103.8,,,,,,
2015,Madera,92,PDI Chronic Composite (Age 6-17),21,"21,006",100,97.2,,,,,,
2016,Madera,92,PDI Chronic Composite (Age 6-17),,,,,35,"28,477",122.9,80.0,,
2017,Madera,92,PDI Chronic Composite (Age 6-17),,,,,27,"28,714",94.0,61.2,,
2018,Madera,92,PDI Chronic Composite (Age 6-17),,,,,30,"28,974",103.5,67.4,,
2019,Madera,92,PDI Chronic Composite (Age 6-17),,,,,20,"29,101",68.7,44.7,,
2020,Madera,92,PDI Chronic Composite (Age 6-17),,,,,15,"29,491",50.9,33.1,,
2005,Marin,9,Low Birth Weight (<2500 grams),157,"2,737",57.4,57.4,,,,,,
2006,Marin,9,Low Birth Weight (<2500 grams),134,"2,679",50,50,,,,,,
2007,Marin,9,Low Birth Weight (<2500 grams),145,"2,793",51.9,51.9,,,,,,
2008,Marin,9,Low Birth Weight (<2500 grams),166,"2,655",62.5,62.5,,,,,,
2009,Marin,9,Low Birth Weight (<2500 grams),132,"2,466",53.5,53.5,,,,,,
2010,Marin,9,Low Birth Weight (<2500 grams),129,"2,312",55.8,55.8,,,,,,
2011,Marin,9,Low Birth Weight (<2500 grams),118,"2,150",54.9,54.8,,,,,,
2012,Marin,9,Low Birth Weight (<2500 grams),111,"1,990",55.8,55.8,,,,,,
2013,Marin,9,Low Birth Weight (<2500 grams),147,"1,985",74.1,73.9,,,,,,
2014,Marin,9,Low Birth Weight (<2500 grams),139,"2,356",59,59,,,,,,
2015,Marin,9,Low Birth Weight (<2500 grams),98,"1,702",57.6,57.5,,,,,,
2005,Marin,14,Asthma (Age 2-17),37,"43,827",84.4,82.1,,,,,,
2006,Marin,14,Asthma (Age 2-17),29,"44,071",65.8,63.8,,,,,,
2007,Marin,14,Asthma (Age 2-17),18,"44,333",40.6,39.2,,,,,,
2008,Marin,14,Asthma (Age 2-17),19,"44,806",42.4,40.7,,,,,,
2009,Marin,14,Asthma (Age 2-17),22,"45,338",48.5,46.5,,,,,,
2010,Marin,14,Asthma (Age 2-17),22,"45,798",48,46,,,,,,
2011,Marin,14,Asthma (Age 2-17),20,"46,385",43.1,41.8,,,,,,
2012,Marin,14,Asthma (Age 2-17),19,"46,984",40.4,39.6,,,,,,
2013,Marin,14,Asthma (Age 2-17),27,"47,477",56.9,56.3,,,,,,
2014,Marin,14,Asthma (Age 2-17),28,"46,892",59.7,58,,,,,,
2015,Marin,14,Asthma (Age 2-17),14,"36,295",38.6,39,,,,,,
2016,Marin,14,Asthma (Age 2-17),,,,,19,"48,399",39.3,63.4,,
2017,Marin,14,Asthma (Age 2-17),,,,,19,"47,970",39.6,64.7,,
2018,Marin,14,Asthma (Age 2-17),,,,,12,"47,465",25.3,41.7,,
2019,Marin,14,Asthma (Age 2-17),,,,,14,"46,663",30.0,49.8,,
2020,Marin,14,Asthma (Age 2-17),,,,,,,6.6,11.0,1,Cell suppressed for small numbers
2005,Marin,15,Diabetes Short-term Complications (Age 6-17),,,12.2,12.1,,,,,,
2006,Marin,15,Diabetes Short-term Complications (Age 6-17),,,12.1,12.1,,,,,,
2007,Marin,15,Diabetes Short-term Complications (Age 6-17),,,9.1,9.1,,,,,,
2008,Marin,15,Diabetes Short-term Complications (Age 6-17),,,15,15.1,,,,,,
2009,Marin,15,Diabetes Short-term Complications (Age 6-17),,,5.9,6,,,,,,
2010,Marin,15,Diabetes Short-term Complications (Age 6-17),,,14.6,14.9,,,,,,
2011,Marin,15,Diabetes Short-term Complications (Age 6-17),,,14.3,14.5,,,,,,
2012,Marin,15,Diabetes Short-term Complications (Age 6-17),,,8.4,8.5,,,,,,
2013,Marin,15,Diabetes Short-term Complications (Age 6-17),,,19.1,19.4,,,,,,
2014,Marin,15,Diabetes Short-term Complications (Age 6-17),,,2.8,2.9,,,,,,
2015,Marin,15,Diabetes Short-term Complications (Age 6-17),,,7,7.1,,,,,,
2016,Marin,15,Diabetes Short-term Complications (Age 6-17),,,,,,,7.9,11.6,1,Cell suppressed for small numbers
2017,Marin,15,Diabetes Short-term Complications (Age 6-17),,,,,,,5.3,7.7,1,Cell suppressed for small numbers
2018,Marin,15,Diabetes Short-term Complications (Age 6-17),,,,,,,2.7,3.8,1,Cell suppressed for small numbers
2019,Marin,15,Diabetes Short-term Complications (Age 6-17),,,,,,,5.4,7.7,1,Cell suppressed for small numbers
2020,Marin,15,Diabetes Short-term Complications (Age 6-17),,,,,0,"36,098",0.0,0.0,,
2005,Marin,16,Gastroenteritis (Age 3 months-17 years),60,"48,684",123.2,117.4,,,,,,
2006,Marin,16,Gastroenteritis (Age 3 months-17 years),70,"48,930",143.1,136.4,,,,,,
2007,Marin,16,Gastroenteritis (Age 3 months-17 years),45,"49,251",91.4,86.7,,,,,,
2008,Marin,16,Gastroenteritis (Age 3 months-17 years),24,"49,761",48.2,45.7,,,,,,
2009,Marin,16,Gastroenteritis (Age 3 months-17 years),23,"50,255",45.8,43.7,,,,,,
2010,Marin,16,Gastroenteritis (Age 3 months-17 years),14,"50,673",27.6,26.6,,,,,,
2011,Marin,16,Gastroenteritis (Age 3 months-17 years),16,"51,167",31.3,30.5,,,,,,
2012,Marin,16,Gastroenteritis (Age 3 months-17 years),19,"51,643",36.8,36.6,,,,,,
2013,Marin,16,Gastroenteritis (Age 3 months-17 years),18,"51,977",34.6,35.2,,,,,,
2014,Marin,16,Gastroenteritis (Age 3 months-17 years),14,"51,663",27.1,26.6,,,,,,
2015,Marin,16,Gastroenteritis (Age 3 months-17 years),13,"39,498",32.9,34.6,,,,,,
2016,Marin,16,Gastroenteritis (Age 3 months-17 years),,,,,16,"52,768",30.3,43.0,,
2017,Marin,16,Gastroenteritis (Age 3 months-17 years),,,,,,,17.2,24.7,1,Cell suppressed for small numbers
2018,Marin,16,Gastroenteritis (Age 3 months-17 years),,,,,15,"51,667",29.0,41.8,,
2019,Marin,16,Gastroenteritis (Age 3 months-17 years),,,,,15,"50,716",29.6,42.9,,
2020,Marin,16,Gastroenteritis (Age 3 months-17 years),,,,,,,14.1,20.5,1,Cell suppressed for small numbers
2005,Marin,17,Perforated Appendix (Age 1-17),13,65,200,215.3,,,,,,
2006,Marin,17,Perforated Appendix (Age 1-17),20,74,270.3,279.1,,,,,,
2007,Marin,17,Perforated Appendix (Age 1-17),11,46,239.1,240.9,,,,,,
2008,Marin,17,Perforated Appendix (Age 1-17),16,64,250,260.4,,,,,,
2009,Marin,17,Perforated Appendix (Age 1-17),17,72,236.1,235.5,,,,,,
2010,Marin,17,Perforated Appendix (Age 1-17),11,72,152.8,154.2,,,,,,
2011,Marin,17,Perforated Appendix (Age 1-17),12,70,171.4,190.4,,,,,,
2012,Marin,17,Perforated Appendix (Age 1-17),19,79,240.5,246.8,,,,,,
2013,Marin,17,Perforated Appendix (Age 1-17),23,82,280.5,269.3,,,,,,
2014,Marin,17,Perforated Appendix (Age 1-17),20,56,357.1,348.3,,,,,,
2015,Marin,17,Perforated Appendix (Age 1-17),18,35,514.3,531.5,,,,,,
2005,Marin,18,Urinary Tract Infection (Age 3 months-17 years),14,"48,684",28.8,27.8,,,,,,
2006,Marin,18,Urinary Tract Infection (Age 3 months-17 years),,,14.3,13.9,,,,,,
2007,Marin,18,Urinary Tract Infection (Age 3 months-17 years),13,"49,251",26.4,25.5,,,,,,
2008,Marin,18,Urinary Tract Infection (Age 3 months-17 years),,,8,7.8,,,,,,
2009,Marin,18,Urinary Tract Infection (Age 3 months-17 years),12,"50,255",23.9,23.2,,,,,,
2010,Marin,18,Urinary Tract Infection (Age 3 months-17 years),,,19.7,19.3,,,,,,
2011,Marin,18,Urinary Tract Infection (Age 3 months-17 years),,,9.8,9.7,,,,,,
2012,Marin,18,Urinary Tract Infection (Age 3 months-17 years),,,15.5,15.5,,,,,,
2013,Marin,18,Urinary Tract Infection (Age 3 months-17 years),12,"51,977",23.1,23.5,,,,,,
2014,Marin,18,Urinary Tract Infection (Age 3 months-17 years),,,13.5,13.4,,,,,,
2015,Marin,18,Urinary Tract Infection (Age 3 months-17 years),,,7.6,7.9,,,,,,
2016,Marin,18,Urinary Tract Infection (Age 3 months-17 years),,,,,,,11.4,17.6,1,Cell suppressed for small numbers
2017,Marin,18,Urinary Tract Infection (Age 3 months-17 years),,,,,,,15.3,23.7,1,Cell suppressed for small numbers
2018,Marin,18,Urinary Tract Infection (Age 3 months-17 years),,,,,,,11.6,18.0,1,Cell suppressed for small numbers
2019,Marin,18,Urinary Tract Infection (Age 3 months-17 years),,,,,,,9.9,15.3,1,Cell suppressed for small numbers
2020,Marin,18,Urinary Tract Infection (Age 3 months-17 years),,,,,,,6.1,9.4,1,Cell suppressed for small numbers
2005,Marin,90,PDI Overall Composite (Age 6-17),38,"32,825",115.8,114.3,,,,,,
2006,Marin,90,PDI Overall Composite (Age 6-17),22,"33,014",66.6,65.7,,,,,,
2007,Marin,90,PDI Overall Composite (Age 6-17),17,"33,103",51.4,50.4,,,,,,
2008,Marin,90,PDI Overall Composite (Age 6-17),17,"33,426",50.9,49.7,,,,,,
2009,Marin,90,PDI Overall Composite (Age 6-17),19,"33,890",56.1,54.5,,,,,,
2010,Marin,90,PDI Overall Composite (Age 6-17),20,"34,340",58.2,56.5,,,,,,
2011,Marin,90,PDI Overall Composite (Age 6-17),18,"35,071",51.3,49.9,,,,,,
2012,Marin,90,PDI Overall Composite (Age 6-17),24,"35,835",67,65.1,,,,,,
2013,Marin,90,PDI Overall Composite (Age 6-17),30,"36,571",82,79.9,,,,,,
2014,Marin,90,PDI Overall Composite (Age 6-17),25,"35,544",70.3,68.3,,,,,,
2015,Marin,90,PDI Overall Composite (Age 6-17),13,"28,392",45.8,44.7,,,,,,
2016,Marin,90,PDI Overall Composite (Age 6-17),,,,,13,"37,929",34.3,51.4,,
2017,Marin,90,PDI Overall Composite (Age 6-17),,,,,15,"37,760",39.7,59.8,,
2018,Marin,90,PDI Overall Composite (Age 6-17),,,,,14,"37,482",37.4,56.5,,
2019,Marin,90,PDI Overall Composite (Age 6-17),,,,,19,"37,004",51.3,77.7,,
2020,Marin,90,PDI Overall Composite (Age 6-17),,,,,,,11.1,16.8,1,Cell suppressed for small numbers
2005,Marin,91,PDI Acute Composite (Age 6-17),22,"32,825",67,66.5,,,,,,
2006,Marin,91,PDI Acute Composite (Age 6-17),,,24.2,24,,,,,,
2007,Marin,91,PDI Acute Composite (Age 6-17),,,27.2,26.8,,,,,,
2008,Marin,91,PDI Acute Composite (Age 6-17),,,23.9,23.5,,,,,,
2009,Marin,91,PDI Acute Composite (Age 6-17),,,29.5,28.9,,,,,,
2010,Marin,91,PDI Acute Composite (Age 6-17),,,20.4,20,,,,,,
2011,Marin,91,PDI Acute Composite (Age 6-17),,,11.4,11.2,,,,,,
2012,Marin,91,PDI Acute Composite (Age 6-17),12,"35,835",33.5,32.7,,,,,,
2013,Marin,91,PDI Acute Composite (Age 6-17),14,"36,571",38.3,37.6,,,,,,
2014,Marin,91,PDI Acute Composite (Age 6-17),11,"35,544",30.9,30.2,,,,,,
2015,Marin,91,PDI Acute Composite (Age 6-17),,,24.7,24.2,,,,,,
2016,Marin,91,PDI Acute Composite (Age 6-17),,,,,,,13.2,16.1,1,Cell suppressed for small numbers
2017,Marin,91,PDI Acute Composite (Age 6-17),,,,,,,15.9,19.5,1,Cell suppressed for small numbers
2018,Marin,91,PDI Acute Composite (Age 6-17),,,,,,,26.7,32.7,1,Cell suppressed for small numbers
2019,Marin,91,PDI Acute Composite (Age 6-17),,,,,,,24.3,29.7,1,Cell suppressed for small numbers
2020,Marin,91,PDI Acute Composite (Age 6-17),,,,,,,8.3,10.1,1,Cell suppressed for small numbers
2005,Marin,92,PDI Chronic Composite (Age 6-17),16,"32,825",48.7,48,,,,,,
2006,Marin,92,PDI Chronic Composite (Age 6-17),14,"33,014",42.4,41.7,,,,,,
2007,Marin,92,PDI Chronic Composite (Age 6-17),,,24.2,23.7,,,,,,
2008,Marin,92,PDI Chronic Composite (Age 6-17),,,26.9,26.3,,,,,,
2009,Marin,92,PDI Chronic Composite (Age 6-17),,,26.6,25.8,,,,,,
2010,Marin,92,PDI Chronic Composite (Age 6-17),13,"34,340",37.9,36.6,,,,,,
2011,Marin,92,PDI Chronic Composite (Age 6-17),14,"35,071",39.9,38.7,,,,,,
2012,Marin,92,PDI Chronic Composite (Age 6-17),12,"35,835",33.5,32.5,,,,,,
2013,Marin,92,PDI Chronic Composite (Age 6-17),16,"36,571",43.8,42.5,,,,,,
2014,Marin,92,PDI Chronic Composite (Age 6-17),14,"35,544",39.4,38.2,,,,,,
2015,Marin,92,PDI Chronic Composite (Age 6-17),,,21.1,20.6,,,,,,
2016,Marin,92,PDI Chronic Composite (Age 6-17),,,,,,,21.1,34.1,1,Cell suppressed for small numbers
2017,Marin,92,PDI Chronic Composite (Age 6-17),,,,,,,23.8,38.7,1,Cell suppressed for small numbers
2018,Marin,92,PDI Chronic Composite (Age 6-17),,,,,,,10.7,17.4,1,Cell suppressed for small numbers
2019,Marin,92,PDI Chronic Composite (Age 6-17),,,,,,,27.0,44.2,1,Cell suppressed for small numbers
2020,Marin,92,PDI Chronic Composite (Age 6-17),,,,,,,2.8,4.5,1,Cell suppressed for small numbers
2005,Mariposa,9,Low Birth Weight (<2500 grams),,,31.7,31.7,,,,,,
2006,Mariposa,9,Low Birth Weight (<2500 grams),,,38.2,38.2,,,,,,
2007,Mariposa,9,Low Birth Weight (<2500 grams),,,71.4,71.2,,,,,,
2008,Mariposa,9,Low Birth Weight (<2500 grams),,,42.6,42.5,,,,,,
2009,Mariposa,9,Low Birth Weight (<2500 grams),,,63.4,63.2,,,,,,
2010,Mariposa,9,Low Birth Weight (<2500 grams),,,59.3,59.4,,,,,,
2011,Mariposa,9,Low Birth Weight (<2500 grams),,,31.3,31.2,,,,,,
2012,Mariposa,9,Low Birth Weight (<2500 grams),17,155,109.7,110.2,,,,,,
2013,Mariposa,9,Low Birth Weight (<2500 grams),,,44.6,44.6,,,,,,
2014,Mariposa,9,Low Birth Weight (<2500 grams),,,60.6,60.8,,,,,,
2015,Mariposa,9,Low Birth Weight (<2500 grams),13,116,112.1,111.9,,,,,,
2005,Mariposa,14,Asthma (Age 2-17),,,31.3,34.4,,,,,,
2006,Mariposa,14,Asthma (Age 2-17),,,62.8,68.7,,,,,,
2007,Mariposa,14,Asthma (Age 2-17),,,63.4,69.3,,,,,,
2008,Mariposa,14,Asthma (Age 2-17),,,32.2,34.8,,,,,,
2009,Mariposa,14,Asthma (Age 2-17),,,33.6,35.6,,,,,,
2010,Mariposa,14,Asthma (Age 2-17),,,103,107.7,,,,,,
2011,Mariposa,14,Asthma (Age 2-17),,,140.3,145.2,,,,,,
2012,Mariposa,14,Asthma (Age 2-17),,,73.4,75.3,,,,,,
2013,Mariposa,14,Asthma (Age 2-17),,,37.7,38.5,,,,,,
2014,Mariposa,14,Asthma (Age 2-17),,,37.2,38.1,,,,,,
2015,Mariposa,14,Asthma (Age 2-17),,,52.9,52.1,,,,,,
2016,Mariposa,14,Asthma (Age 2-17),,,,,,,117.5,130.2,1,Cell suppressed for small numbers
2017,Mariposa,14,Asthma (Age 2-17),,,,,,,39.3,43.2,1,Cell suppressed for small numbers
2018,Mariposa,14,Asthma (Age 2-17),,,,,,,78.9,86.6,1,Cell suppressed for small numbers
2019,Mariposa,14,Asthma (Age 2-17),,,,,0,"2,490",0.0,0.0,,
2020,Mariposa,14,Asthma (Age 2-17),,,,,0,"2,505",0.0,0.0,,
2005,Mariposa,15,Diabetes Short-term Complications (Age 6-17),0,"2,572",0,0,,,,,,
2006,Mariposa,15,Diabetes Short-term Complications (Age 6-17),,,39.1,36.6,,,,,,
2007,Mariposa,15,Diabetes Short-term Complications (Age 6-17),,,39.6,37,,,,,,
2008,Mariposa,15,Diabetes Short-term Complications (Age 6-17),,,80.7,75.8,,,,,,
2009,Mariposa,15,Diabetes Short-term Complications (Age 6-17),,,42.8,40.6,,,,,,
2010,Mariposa,15,Diabetes Short-term Complications (Age 6-17),0,"2,281",0,0,,,,,,
2011,Mariposa,15,Diabetes Short-term Complications (Age 6-17),0,"2,225",0,0,,,,,,
2012,Mariposa,15,Diabetes Short-term Complications (Age 6-17),0,"2,110",0,0,,,,,,
2013,Mariposa,15,Diabetes Short-term Complications (Age 6-17),0,"2,048",0,0,,,,,,
2014,Mariposa,15,Diabetes Short-term Complications (Age 6-17),0,"2,070",0,0,,,,,,
2015,Mariposa,15,Diabetes Short-term Complications (Age 6-17),0,"1,425",0,0,,,,,,
2016,Mariposa,15,Diabetes Short-term Complications (Age 6-17),,,,,0,"1,939",0.0,0.0,,
2017,Mariposa,15,Diabetes Short-term Complications (Age 6-17),,,,,0,"1,930",0.0,0.0,,
2018,Mariposa,15,Diabetes Short-term Complications (Age 6-17),,,,,,,51.9,54.9,1,Cell suppressed for small numbers
2019,Mariposa,15,Diabetes Short-term Complications (Age 6-17),,,,,,,52.6,55.7,1,Cell suppressed for small numbers
2020,Mariposa,15,Diabetes Short-term Complications (Age 6-17),,,,,0,"1,902",0.0,0.0,,
2005,Mariposa,16,Gastroenteritis (Age 3 months-17 years),,,57.7,63.4,,,,,,
2006,Mariposa,16,Gastroenteritis (Age 3 months-17 years),,,29,31.7,,,,,,
2007,Mariposa,16,Gastroenteritis (Age 3 months-17 years),,,58.4,63.7,,,,,,
2008,Mariposa,16,Gastroenteritis (Age 3 months-17 years),,,29.6,32,,,,,,
2009,Mariposa,16,Gastroenteritis (Age 3 months-17 years),,,30.8,32.3,,,,,,
2010,Mariposa,16,Gastroenteritis (Age 3 months-17 years),0,"3,187",0,0,,,,,,
2011,Mariposa,16,Gastroenteritis (Age 3 months-17 years),,,32.1,33.1,,,,,,
2012,Mariposa,16,Gastroenteritis (Age 3 months-17 years),,,133.8,136.1,,,,,,
2013,Mariposa,16,Gastroenteritis (Age 3 months-17 years),0,"2,912",0,0,,,,,,
2014,Mariposa,16,Gastroenteritis (Age 3 months-17 years),,,33.8,33.9,,,,,,
2015,Mariposa,16,Gastroenteritis (Age 3 months-17 years),,,47.8,46.1,,,,,,
2016,Mariposa,16,Gastroenteritis (Age 3 months-17 years),,,,,0,"2,823",0.0,0.0,,
2017,Mariposa,16,Gastroenteritis (Age 3 months-17 years),,,,,0,"2,809",0.0,0.0,,
2018,Mariposa,16,Gastroenteritis (Age 3 months-17 years),,,,,,,35.8,36.0,1,Cell suppressed for small numbers
2019,Mariposa,16,Gastroenteritis (Age 3 months-17 years),,,,,,,36.5,37.1,1,Cell suppressed for small numbers
2020,Mariposa,16,Gastroenteritis (Age 3 months-17 years),,,,,0,"2,762",0.0,0.0,,
2005,Mariposa,17,Perforated Appendix (Age 1-17),,,200,246.9,,,,,,
2006,Mariposa,17,Perforated Appendix (Age 1-17),,,500,513.5,,,,,,
2007,Mariposa,17,Perforated Appendix (Age 1-17),,,"1,000.00",,,,,,,
2008,Mariposa,17,Perforated Appendix (Age 1-17),0,<11,0,,,,,,,
2009,Mariposa,17,Perforated Appendix (Age 1-17),0,<11,0,,,,,,,
2010,Mariposa,17,Perforated Appendix (Age 1-17),,,500,530.4,,,,,,
2011,Mariposa,17,Perforated Appendix (Age 1-17),,,333.3,395.8,,,,,,
2012,Mariposa,17,Perforated Appendix (Age 1-17),,,500,444,,,,,,
