Year,County,PQI,PQIDescription,Count_ICD9,Population_ICD9,ObsRate_ICD9,RiskAdjRate_ICD9,Count_ICD10,Population_ICD10,ObsRate_ICD10,RiskAdjRate_ICD10,AnnotationCode,AnnotationDesc
2017,Madera,3,Diabetes Long-term Complications,,,,,126,112306,112.2,78.84517092,,
2018,Madera,3,Diabetes Long-term Complications,,,,,127,113445,111.9,78.48596679,,
2019,Madera,3,Diabetes Long-term Complications,,,,,127,113829,111.6,77.59857838,,
2020,Madera,3,Diabetes Long-term Complications,,,,,107,114677,93.3,64.58010852,,
2005,Madera,5,COPD or Asthma in Older Adults (Age 40+),207,57023,363.0,380.8,,,,,,
2006,Madera,5,COPD or Asthma in Older Adults (Age 40+),191,58325,327.5,343.4,,,,,,
2007,Madera,5,COPD or Asthma in Older Adults (Age 40+),204,59462,343.1,357.1,,,,,,
2008,Madera,5,COPD or Asthma in Older Adults (Age 40+),227,60590,374.6,389.1,,,,,,
2009,Madera,5,COPD or Asthma in Older Adults (Age 40+),264,61197,431.4,444.7,,,,,,
2010,Madera,5,COPD or Asthma in Older Adults (Age 40+),273,62152,439.2,450.8,,,,,,
2011,Madera,5,COPD or Asthma in Older Adults (Age 40+),274,63080,434.4,442.7,,,,,,
2012,Madera,5,COPD or Asthma in Older Adults (Age 40+),249,63178,394.1,396.2,,,,,,
2013,Madera,5,COPD or Asthma in Older Adults (Age 40+),251,63616,394.6,392.9,,,,,,
2014,Madera,5,COPD or Asthma in Older Adults (Age 40+),221,66770,331.0,334.0,,,,,,
2015,Madera,5,COPD or Asthma in Older Adults (Age 40+),180,49106,366.6,359.8,,,,,,
2016,Madera,5,COPD or Asthma in Older Adults (Age 40+),,,,,165,65017,253.8,175.9608897,,
2017,Madera,5,COPD or Asthma in Older Adults (Age 40+),,,,,245,65679,373.0,256.5668892,,
2018,Madera,5,COPD or Asthma in Older Adults (Age 40+),,,,,190,66364,286.3,195.9667961,,
2019,Madera,5,COPD or Asthma in Older Adults (Age 40+),,,,,155,67014,231.3,156.9385462,,
2020,Madera,5,COPD or Asthma in Older Adults (Age 40+),,,,,124,67817,182.8,123.5184987,,
2005,Madera,7,Hypertension,25,100047,25.0,27.8,,,,,,
2006,Madera,7,Hypertension,13,102344,12.7,14.1,,,,,,
2007,Madera,7,Hypertension,24,104227,23.0,25.5,,,,,,
2008,Madera,7,Hypertension,19,105909,17.9,19.9,,,,,,
2009,Madera,7,Hypertension,33,106674,30.9,34.1,,,,,,
2010,Madera,7,Hypertension,27,108385,24.9,27.4,,,,,,
2011,Madera,7,Hypertension,14,109902,12.7,14.0,,,,,,
2012,Madera,7,Hypertension,28,106934,26.2,27.8,,,,,,
2013,Madera,7,Hypertension,40,107252,37.3,39.3,,,,,,
2014,Madera,7,Hypertension,39,113845,34.3,36.8,,,,,,
2015,Madera,7,Hypertension,20,81407,24.6,25.4,,,,,,
2016,Madera,7,Hypertension,,,,,25,111156,22.5,15.64386007,,
2017,Madera,7,Hypertension,,,,,38,112306,33.8,23.42817917,,
2018,Madera,7,Hypertension,,,,,43,113445,37.9,26.18925897,,
2019,Madera,7,Hypertension,,,,,37,113829,32.5,22.24001515,,
2020,Madera,7,Hypertension,,,,,36,114677,31.4,21.32805227,,
2005,Madera,8,Heart Failure,316,100047,315.9,375.2,,,,,,
2006,Madera,8,Heart Failure,330,102344,322.4,383.0,,,,,,
2007,Madera,8,Heart Failure,286,104227,274.4,322.2,,,,,,
2008,Madera,8,Heart Failure,249,105909,235.1,274.9,,,,,,
2009,Madera,8,Heart Failure,253,106674,237.2,274.4,,,,,,
2010,Madera,8,Heart Failure,274,108385,252.8,290.2,,,,,,
2011,Madera,8,Heart Failure,285,109902,259.3,294.7,,,,,,
2012,Madera,8,Heart Failure,254,106934,237.5,257.2,,,,,,
2013,Madera,8,Heart Failure,301,107252,280.6,298.6,,,,,,
2014,Madera,8,Heart Failure,309,113845,271.4,298.5,,,,,,
2015,Madera,8,Heart Failure,230,81407,282.5,290.0,,,,,,
2016,Madera,8,Heart Failure,,,,,313,111156,281.6,231.3867424,,
2017,Madera,8,Heart Failure,,,,,322,112306,286.7,232.9318629,,
2018,Madera,8,Heart Failure,,,,,351,113445,309.4,249.6309784,,
2019,Madera,8,Heart Failure,,,,,355,113829,311.9,246.9803036,,
2020,Madera,8,Heart Failure,,,,,355,114677,309.6,242.3543854,,
2005,Madera,10,Dehydration,119,100047,118.9,136.7,,,,,,
2006,Madera,10,Dehydration,136,102344,132.9,152.8,,,,,,
2007,Madera,10,Dehydration,159,104227,152.6,173.9,,,,,,
2008,Madera,10,Dehydration,134,105909,126.5,143.8,,,,,,
2009,Madera,10,Dehydration,144,106674,135.0,152.1,,,,,,
2010,Madera,10,Dehydration,113,108385,104.3,116.8,,,,,,
2011,Madera,10,Dehydration,129,109902,117.4,130.4,,,,,,
2012,Madera,10,Dehydration,107,106934,100.1,107.0,,,,,,
2013,Madera,10,Dehydration,98,107252,91.4,96.3,,,,,,
2014,Madera,10,Dehydration,90,113845,79.1,85.6,,,,,,
2015,Madera,10,Dehydration,79,81407,97.0,99.4,,,,,,
2005,Madera,11,Community-Acquired Pneumonia,366,100047,365.8,419.7,,,,,,
2006,Madera,11,Community-Acquired Pneumonia,276,102344,269.7,309.5,,,,,,
2007,Madera,11,Community-Acquired Pneumonia,230,104227,220.7,250.9,,,,,,
2008,Madera,11,Community-Acquired Pneumonia,256,105909,241.7,273.9,,,,,,
2009,Madera,11,Community-Acquired Pneumonia,297,106674,278.4,312.7,,,,,,
2010,Madera,11,Community-Acquired Pneumonia,318,108385,293.4,327.7,,,,,,
2011,Madera,11,Community-Acquired Pneumonia,241,109902,219.3,243.0,,,,,,
2012,Madera,11,Community-Acquired Pneumonia,205,106934,191.7,204.0,,,,,,
2013,Madera,11,Community-Acquired Pneumonia,208,107252,193.9,203.4,,,,,,
2014,Madera,11,Community-Acquired Pneumonia,205,113845,180.1,194.1,,,,,,
2015,Madera,11,Community-Acquired Pneumonia,146,81407,179.3,182.4,,,,,,
2016,Madera,11,Community-Acquired Pneumonia,,,,,165,111156,148.4,118.6496903,,
2017,Madera,11,Community-Acquired Pneumonia,,,,,127,112306,113.1,89.42859175,,
2018,Madera,11,Community-Acquired Pneumonia,,,,,130,113445,114.6,90.04549225,,
2019,Madera,11,Community-Acquired Pneumonia,,,,,116,113829,101.9,78.74671146,,
2020,Madera,11,Community-Acquired Pneumonia,,,,,116,114677,101.2,77.36493875,,
2005,Madera,12,Urinary Tract Infection,160,100047,159.9,184.8,,,,,,
2006,Madera,12,Urinary Tract Infection,143,102344,139.7,161.7,,,,,,
2007,Madera,12,Urinary Tract Infection,158,104227,151.6,174.1,,,,,,
2008,Madera,12,Urinary Tract Infection,135,105909,127.5,146.3,,,,,,
2009,Madera,12,Urinary Tract Infection,142,106674,133.1,151.8,,,,,,
2010,Madera,12,Urinary Tract Infection,180,108385,166.1,188.1,,,,,,
2011,Madera,12,Urinary Tract Infection,160,109902,145.6,163.6,,,,,,
2012,Madera,12,Urinary Tract Infection,168,106934,157.1,171.0,,,,,,
2013,Madera,12,Urinary Tract Infection,171,107252,159.4,171.5,,,,,,
2014,Madera,12,Urinary Tract Infection,147,113845,129.1,142.5,,,,,,
2015,Madera,12,Urinary Tract Infection,108,81407,132.7,138.8,,,,,,
2016,Madera,12,Urinary Tract Infection,,,,,115,111156,103.5,85.48549016,,
2017,Madera,12,Urinary Tract Infection,,,,,103,112306,91.7,74.79885143,,
2018,Madera,12,Urinary Tract Infection,,,,,118,113445,104.0,84.40999731,,
2019,Madera,12,Urinary Tract Infection,,,,,75,113829,65.9,52.53679127,,
2020,Madera,12,Urinary Tract Infection,,,,,86,114677,75.0,59.06892606,,
2005,Madera,13,Angina without Procedure,61,100047,61.0,68.5,,,,,,
2006,Madera,13,Angina without Procedure,41,102344,40.1,44.9,,,,,,
2007,Madera,13,Angina without Procedure,22,104227,21.1,23.5,,,,,,
2008,Madera,13,Angina without Procedure,29,105909,27.4,30.4,,,,,,
2009,Madera,13,Angina without Procedure,38,106674,35.6,39.3,,,,,,
2010,Madera,13,Angina without Procedure,34,108385,31.4,34.5,,,,,,
2011,Madera,13,Angina without Procedure,40,109902,36.4,39.8,,,,,,
2012,Madera,13,Angina without Procedure,38,106934,35.5,37.5,,,,,,
2013,Madera,13,Angina without Procedure,30,107252,28.0,29.2,,,,,,
2014,Madera,13,Angina without Procedure,43,113845,37.8,40.2,,,,,,
2015,Madera,13,Angina without Procedure,24,81407,29.5,30.0,,,,,,
2005,Madera,14,Uncontrolled Diabetes,19,100047,19.0,20.3,,,,,,
2006,Madera,14,Uncontrolled Diabetes,13,102344,12.7,13.5,,,,,,
2007,Madera,14,Uncontrolled Diabetes,8,104227,7.7,8.2,,,,,,
2008,Madera,14,Uncontrolled Diabetes,9,105909,8.5,9.0,,,,,,
2009,Madera,14,Uncontrolled Diabetes,5,106674,4.7,5.0,,,,,,
2010,Madera,14,Uncontrolled Diabetes,16,108385,14.8,15.6,,,,,,
2011,Madera,14,Uncontrolled Diabetes,16,109902,14.6,15.4,,,,,,
2012,Madera,14,Uncontrolled Diabetes,12,106934,11.2,11.6,,,,,,
2013,Madera,14,Uncontrolled Diabetes,6,107252,5.6,5.7,,,,,,
2014,Madera,14,Uncontrolled Diabetes,5,113845,4.4,4.6,,,,,,
2015,Madera,14,Uncontrolled Diabetes,12,81407,14.7,14.9,,,,,,
2016,Madera,14,Uncontrolled Diabetes,,,,,34,111156,30.6,20.83258755,,
2017,Madera,14,Uncontrolled Diabetes,,,,,29,112306,25.8,17.49518431,,
2018,Madera,14,Uncontrolled Diabetes,,,,,24,113445,21.2,14.27642648,,
2019,Madera,14,Uncontrolled Diabetes,,,,,23,113829,20.2,13.48615794,,
2020,Madera,14,Uncontrolled Diabetes,,,,,24,114677,20.9,13.87447972,,
2005,Madera,15,Asthma in Younger Adults (Age 18-39),20,43024,46.5,45.0,,,,,,
2006,Madera,15,Asthma in Younger Adults (Age 18-39),14,44019,31.8,30.9,,,,,,
2007,Madera,15,Asthma in Younger Adults (Age 18-39),,,22.3,21.7,,,,,,
2008,Madera,15,Asthma in Younger Adults (Age 18-39),13,45319,28.7,28.0,,,,,,
2009,Madera,15,Asthma in Younger Adults (Age 18-39),19,45477,41.8,40.8,,,,,,
2010,Madera,15,Asthma in Younger Adults (Age 18-39),,,13.0,12.7,,,,,,
2011,Madera,15,Asthma in Younger Adults (Age 18-39),,,8.5,8.4,,,,,,
2012,Madera,15,Asthma in Younger Adults (Age 18-39),,,4.6,4.5,,,,,,
2013,Madera,15,Asthma in Younger Adults (Age 18-39),,,9.2,9.0,,,,,,
2014,Madera,15,Asthma in Younger Adults (Age 18-39),,,6.4,6.3,,,,,,
2015,Madera,15,Asthma in Younger Adults (Age 18-39),,,18.6,18.0,,,,,,
2016,Madera,15,Asthma in Younger Adults (Age 18-39),,,,,,,17.3,11.83419036,1,Cell suppressed for small numbers
2017,Madera,15,Asthma in Younger Adults (Age 18-39),,,,,,,19.3,13.12723109,1,Cell suppressed for small numbers
2018,Madera,15,Asthma in Younger Adults (Age 18-39),,,,,11,47081,23.4,15.87147167,,
2019,Madera,15,Asthma in Younger Adults (Age 18-39),,,,,,,17.1,11.61047171,1,Cell suppressed for small numbers
2020,Madera,15,Asthma in Younger Adults (Age 18-39),,,,,,,14.9,10.14536987,1,Cell suppressed for small numbers
2005,Madera,16,Lower-Extremity Amputation (Diabetes),22,100047,22.0,24.8,,,,,,
2006,Madera,16,Lower-Extremity Amputation (Diabetes),24,102344,23.5,26.4,,,,,,
2007,Madera,16,Lower-Extremity Amputation (Diabetes),17,104227,16.3,18.2,,,,,,
2008,Madera,16,Lower-Extremity Amputation (Diabetes),14,105909,13.2,14.6,,,,,,
2009,Madera,16,Lower-Extremity Amputation (Diabetes),14,106674,13.1,14.4,,,,,,
2010,Madera,16,Lower-Extremity Amputation (Diabetes),16,108385,14.8,16.1,,,,,,
2011,Madera,16,Lower-Extremity Amputation (Diabetes),17,109902,15.5,16.8,,,,,,
2012,Madera,16,Lower-Extremity Amputation (Diabetes),18,106934,16.8,17.5,,,,,,
2013,Madera,16,Lower-Extremity Amputation (Diabetes),26,107252,24.2,24.9,,,,,,
2014,Madera,16,Lower-Extremity Amputation (Diabetes),20,113845,17.6,18.4,,,,,,
2015,Madera,16,Lower-Extremity Amputation (Diabetes),19,81407,23.3,23.2,,,,,,
2016,Madera,16,Lower-Extremity Amputation (Diabetes),,,,,28,111156,25.2,16.91760618,,
2017,Madera,16,Lower-Extremity Amputation (Diabetes),,,,,42,112306,37.4,25.03903241,,
2018,Madera,16,Lower-Extremity Amputation (Diabetes),,,,,52,113445,45.8,30.59991715,,
2019,Madera,16,Lower-Extremity Amputation (Diabetes),,,,,70,113829,61.5,40.6571785,,
2020,Madera,16,Lower-Extremity Amputation (Diabetes),,,,,57,114677,49.7,32.67158215,,
2005,Madera,90,Prevention Quality Overall Composite,1474,100047,1473.3,1671.8,,,,,,
2006,Madera,90,Prevention Quality Overall Composite,1312,102344,1282.0,1454.8,,,,,,
2007,Madera,90,Prevention Quality Overall Composite,1241,104227,1190.7,1340.5,,,,,,
2008,Madera,90,Prevention Quality Overall Composite,1230,105909,1161.4,1303.6,,,,,,
2009,Madera,90,Prevention Quality Overall Composite,1343,106674,1259.0,1401.8,,,,,,
2010,Madera,90,Prevention Quality Overall Composite,1380,108385,1273.2,1410.7,,,,,,
2011,Madera,90,Prevention Quality Overall Composite,1331,109902,1211.1,1332.2,,,,,,
2012,Madera,90,Prevention Quality Overall Composite,1210,106934,1131.5,1200.0,,,,,,
2013,Madera,90,Prevention Quality Overall Composite,1292,107252,1204.6,1261.4,,,,,,
2014,Madera,90,Prevention Quality Overall Composite,1257,113845,1104.1,1184.4,,,,,,
2015,Madera,90,Prevention Quality Overall Composite,948,81407,1164.5,1186.0,,,,,,
2016,Madera,90,Prevention Quality Overall Composite,,,,,980,111156,881.6,677.2513286,,
2017,Madera,90,Prevention Quality Overall Composite,,,,,1059,112306,943.0,718.322822,,
2018,Madera,90,Prevention Quality Overall Composite,,,,,1082,113445,953.8,723.0051037,,
2019,Madera,90,Prevention Quality Overall Composite,,,,,1005,113829,882.9,659.906772,,
2020,Madera,90,Prevention Quality Overall Composite,,,,,957,114677,834.5,618.2766769,,
2005,Madera,91,Prevention Quality Acute Composite,645,100047,644.7,741.7,,,,,,
2006,Madera,91,Prevention Quality Acute Composite,555,102344,542.3,624.2,,,,,,
2007,Madera,91,Prevention Quality Acute Composite,547,104227,524.8,598.9,,,,,,
2008,Madera,91,Prevention Quality Acute Composite,525,105909,495.7,564.3,,,,,,
2009,Madera,91,Prevention Quality Acute Composite,583,106674,546.5,617.1,,,,,,
2010,Madera,91,Prevention Quality Acute Composite,611,108385,563.7,632.6,,,,,,
2011,Madera,91,Prevention Quality Acute Composite,530,109902,482.2,536.9,,,,,,
2012,Madera,91,Prevention Quality Acute Composite,480,106934,448.9,481.5,,,,,,
2013,Madera,91,Prevention Quality Acute Composite,477,107252,444.7,470.5,,,,,,
2014,Madera,91,Prevention Quality Acute Composite,442,113845,388.2,421.8,,,,,,
2015,Madera,91,Prevention Quality Acute Composite,333,81407,409.1,420.2,,,,,,
2016,Madera,91,Prevention Quality Acute Composite,,,,,280,111156,251.9,204.1974444,,
2017,Madera,91,Prevention Quality Acute Composite,,,,,230,112306,204.8,164.0924399,,
2018,Madera,91,Prevention Quality Acute Composite,,,,,248,113445,218.6,174.1447948,,
2019,Madera,91,Prevention Quality Acute Composite,,,,,191,113829,167.8,131.4012972,,
2020,Madera,91,Prevention Quality Acute Composite,,,,,202,114677,176.1,136.4197703,,
2005,Madera,92,Prevention Quality Chronic Composite,829,100047,828.6,932.4,,,,,,
2006,Madera,92,Prevention Quality Chronic Composite,757,102344,739.7,832.1,,,,,,
2007,Madera,92,Prevention Quality Chronic Composite,695,104227,666.8,744.5,,,,,,
2008,Madera,92,Prevention Quality Chronic Composite,705,105909,665.7,740.8,,,,,,
2009,Madera,92,Prevention Quality Chronic Composite,760,106674,712.5,786.5,,,,,,
2010,Madera,92,Prevention Quality Chronic Composite,769,108385,709.5,779.9,,,,,,
2011,Madera,92,Prevention Quality Chronic Composite,801,109902,728.8,795.8,,,,,,
2012,Madera,92,Prevention Quality Chronic Composite,730,106934,682.7,718.9,,,,,,
2013,Madera,92,Prevention Quality Chronic Composite,815,107252,759.9,790.6,,,,,,
2014,Madera,92,Prevention Quality Chronic Composite,815,113845,715.9,762.0,,,,,,
2015,Madera,92,Prevention Quality Chronic Composite,615,81407,755.5,765.3,,,,,,
2016,Madera,92,Prevention Quality Chronic Composite,,,,,700,111156,629.7,475.3599424,,
2017,Madera,92,Prevention Quality Chronic Composite,,,,,829,112306,738.2,553.1018903,,
2018,Madera,92,Prevention Quality Chronic Composite,,,,,834,113445,735.2,548.3089929,,
2019,Madera,92,Prevention Quality Chronic Composite,,,,,814,113829,715.1,526.3478373,,
2020,Madera,92,Prevention Quality Chronic Composite,,,,,755,114677,658.4,480.6725376,,
2016,Madera,93,Prevention Quality Diabetes Composite,,,,,189,111156,170.0,118.6845461,,
2017,Madera,93,Prevention Quality Diabetes Composite,,,,,215,112306,191.4,133.4396574,,
2018,Madera,93,Prevention Quality Diabetes Composite,,,,,239,113445,210.7,146.646638,,
2019,Madera,93,Prevention Quality Diabetes Composite,,,,,259,113829,227.5,157.6225416,,
2020,Madera,93,Prevention Quality Diabetes Composite,,,,,233,114677,203.2,140.3459164,,
2005,Marin,1,Diabetes Short-term Complications,44,194828,22.6,23.4,,,,,,
2006,Marin,1,Diabetes Short-term Complications,49,194956,25.1,26.1,,,,,,
2007,Marin,1,Diabetes Short-term Complications,42,196294,21.4,22.3,,,,,,
2008,Marin,1,Diabetes Short-term Complications,41,197929,20.7,21.7,,,,,,
2009,Marin,1,Diabetes Short-term Complications,45,199904,22.5,23.7,,,,,,
2010,Marin,1,Diabetes Short-term Complications,36,201547,17.9,18.9,,,,,,
2011,Marin,1,Diabetes Short-term Complications,52,203181,25.6,27.1,,,,,,
2012,Marin,1,Diabetes Short-term Complications,59,200046,29.5,31.8,,,,,,
2013,Marin,1,Diabetes Short-term Complications,72,202161,35.6,38.5,,,,,,
2014,Marin,1,Diabetes Short-term Complications,50,201613,24.8,26.7,,,,,,
2015,Marin,1,Diabetes Short-term Complications,37,152906,24.2,26.4,,,,,,
2016,Marin,1,Diabetes Short-term Complications,,,,,50,207330,24.1,42.6460734,,
2017,Marin,1,Diabetes Short-term Complications,,,,,42,207121,20.3,35.95887357,,
2018,Marin,1,Diabetes Short-term Complications,,,,,51,207824,24.5,43.61628114,,
2019,Marin,1,Diabetes Short-term Complications,,,,,55,207790,26.5,47.16391193,,
2020,Marin,1,Diabetes Short-term Complications,,,,,53,207265,25.6,45.67806525,,
2005,Marin,2,Perforated Appendix,75,252,29.8,29.3,,,,,,
2006,Marin,2,Perforated Appendix,56,240,23.3,23.4,,,,,,
2007,Marin,2,Perforated Appendix,63,239,26.4,24.5,,,,,,
2008,Marin,2,Perforated Appendix,60,267,22.5,22.0,,,,,,
2009,Marin,2,Perforated Appendix,73,289,25.3,23.7,,,,,,
2010,Marin,2,Perforated Appendix,67,245,27.3,25.7,,,,,,
2011,Marin,2,Perforated Appendix,65,233,27.9,27.0,,,,,,
2012,Marin,2,Perforated Appendix,56,257,21.8,20.4,,,,,,
2013,Marin,2,Perforated Appendix,57,223,25.6,23.9,,,,,,
2014,Marin,2,Perforated Appendix,40,161,24.8,23.3,,,,,,
2015,Marin,2,Perforated Appendix,29,92,31.5,28.8,,,,,,
2005,Marin,3,Diabetes Long-term Complications,95,194828,48.8,45.1,,,,,,
2006,Marin,3,Diabetes Long-term Complications,92,194956,47.2,43.3,,,,,,
2007,Marin,3,Diabetes Long-term Complications,86,196294,43.8,39.9,,,,,,
2008,Marin,3,Diabetes Long-term Complications,74,197929,37.4,33.7,,,,,,
2009,Marin,3,Diabetes Long-term Complications,87,199904,43.5,38.9,,,,,,
2010,Marin,3,Diabetes Long-term Complications,78,201547,38.7,34.3,,,,,,
2011,Marin,3,Diabetes Long-term Complications,85,203181,41.8,36.7,,,,,,
2012,Marin,3,Diabetes Long-term Complications,47,200046,23.5,20.1,,,,,,
2013,Marin,3,Diabetes Long-term Complications,65,202161,32.2,27.3,,,,,,
2014,Marin,3,Diabetes Long-term Complications,59,201613,29.3,24.8,,,,,,
2015,Marin,3,Diabetes Long-term Complications,69,152906,45.1,37.5,,,,,,
2016,Marin,3,Diabetes Long-term Complications,,,,,62,207330,29.9,38.5595323,,
2017,Marin,3,Diabetes Long-term Complications,,,,,44,207121,21.2,27.21006237,,
2018,Marin,3,Diabetes Long-term Complications,,,,,72,207824,34.6,44.14829251,,
2019,Marin,3,Diabetes Long-term Complications,,,,,64,207790,30.8,39.03522285,,
2020,Marin,3,Diabetes Long-term Complications,,,,,58,207265,28.0,35.2997797,,
2005,Marin,5,COPD or Asthma in Older Adults (Age 40+),210,135708,154.7,160.0,,,,,,
2006,Marin,5,COPD or Asthma in Older Adults (Age 40+),235,136962,171.6,176.3,,,,,,
2007,Marin,5,COPD or Asthma in Older Adults (Age 40+),189,138611,136.4,139.1,,,,,,
2008,Marin,5,COPD or Asthma in Older Adults (Age 40+),241,140495,171.5,173.3,,,,,,
2009,Marin,5,COPD or Asthma in Older Adults (Age 40+),242,142845,169.4,169.7,,,,,,
2010,Marin,5,COPD or Asthma in Older Adults (Age 40+),232,144845,160.2,159.1,,,,,,
2011,Marin,5,COPD or Asthma in Older Adults (Age 40+),220,147419,149.2,146.8,,,,,,
2012,Marin,5,COPD or Asthma in Older Adults (Age 40+),221,148531,148.8,144.3,,,,,,
2013,Marin,5,COPD or Asthma in Older Adults (Age 40+),188,150514,124.9,119.4,,,,,,
2014,Marin,5,COPD or Asthma in Older Adults (Age 40+),157,151124,103.9,99.8,,,,,,
2015,Marin,5,COPD or Asthma in Older Adults (Age 40+),145,115713,125.3,117.3,,,,,,
2016,Marin,5,COPD or Asthma in Older Adults (Age 40+),,,,,165,153219,107.7,150.3312337,,
2017,Marin,5,COPD or Asthma in Older Adults (Age 40+),,,,,203,153485,132.3,182.0427903,,
2018,Marin,5,COPD or Asthma in Older Adults (Age 40+),,,,,156,153888,101.4,137.3075937,,
2019,Marin,5,COPD or Asthma in Older Adults (Age 40+),,,,,124,153926,80.6,107.6181691,,
2020,Marin,5,COPD or Asthma in Older Adults (Age 40+),,,,,64,153611,41.7,54.98917613,,
2005,Marin,7,Hypertension,24,194828,12.3,11.1,,,,,,
2006,Marin,7,Hypertension,27,194956,13.8,12.4,,,,,,
2007,Marin,7,Hypertension,25,196294,12.7,11.3,,,,,,
2008,Marin,7,Hypertension,22,197929,11.1,9.8,,,,,,
2009,Marin,7,Hypertension,18,199904,9.0,7.9,,,,,,
2010,Marin,7,Hypertension,17,201547,8.4,7.4,,,,,,
2011,Marin,7,Hypertension,18,203181,8.9,7.7,,,,,,
2012,Marin,7,Hypertension,34,200046,17.0,14.3,,,,,,
2013,Marin,7,Hypertension,25,202161,12.4,10.3,,,,,,
2014,Marin,7,Hypertension,21,201613,10.4,8.7,,,,,,
2015,Marin,7,Hypertension,11,152906,7.2,5.9,,,,,,
2016,Marin,7,Hypertension,,,,,22,207330,10.6,14.0963201,,
2017,Marin,7,Hypertension,,,,,32,207121,15.4,20.35186504,,
