APN,PROJECT NUMBER,NAME,DEVELOPMENT STAGE,CONSTRUCTION TYPE,SITE ADDRESS,SITE  COUNCIL DISTRICT,SITE #,SITE COMMUNITY,SITE UNITS,PROJECT TOTAL UNITS,HOUSING TYPE,SUPPORTIVE HOUSING,DATE FUNDED,LAHD FUNDED,LEVERAGE,TAX EXEMPT CONDUIT BOND,TDC,IN-SERVICE DATE,DEVELOPER,MANAGEMENT COMPANY,CONTACT PHONE,PHOTO,JOBS,PROJECT SUMMARY URL,CONTRACT NUMBERS,DATE STAMP,SITE LONGITUDE,SITE LATITUDE,GPS_COORDS ON MAP
2217009015,50055,HFL VANOWEN APARTMENTS,In-Service,NEW CONSTRUCTION,"14419 W VANOWEN ST  VAN NUYS, CA 91405",6,1,VAN NUYS,25,25,SPECIAL NEEDS,Yes,09/25/2007,1225000,5917180,0,7142180,2009,"HFL VANOWEN APARTMENTS,",CARING HOUSING MINISTRIES,(626) 300-2447,click here (http://hcidapp.lacity.org/mpphotos/050055/Photo/Website/CD%206%20-%20HFL%20Vanowen%20Apts.jpg),42,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=050055&LutSiteCD=1),C-112411,2/7/2022,-118.44719,34.19407,POINT (-118.44719 34.19407)
5108022001,13-120913,ONE WILKINS PLACE (RECAP),In-Service,ACQUISITION + REHAB,"1071 E 48th ST  Los Angeles, CA 90011",9,1,VERNON CENTRAL,17,17,FAMILY,No,02/20/2015,0,3657261,1174874,4832135,2016,"CP Preservation Housing, LLC",CONCERNED CITIZENS OF SOUTH CENTRAL LOS ANGELES,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),17,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=13-120913&LutSiteCD=1),C-85834,2/7/2022,-118.25697,34.00066,POINT (-118.25697 34.00066)
5191012020,12-118877,BESWICK SENIOR APARTMENTS,In-Service,NEW CONSTRUCTION,"3553 E BESWICK ST  Los Angeles, CA 90023",14,1,BOYLE HEIGHTS,33,33,SENIORS,Yes,04/02/2013,2374632,9212897,0,11587529,2014,East LA Community Corporation,THE JOHN STEWART COMPANY,(213) 787-2700,click here (http://hcidapp.lacity.org/mpphotos/12-118877/Photo/Website/beswick%20sr%20png.png),93,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=12-118877&LutSiteCD=1),C-121979,2/7/2022,-118.19931,34.02223,POINT (-118.19931 34.02223)
2129035082,10-117639,SHERMAN VILLAGE,In-Service,NEW CONSTRUCTION,"7135 N WILBUR AVE  Reseda, CA 91335",3,1,RESEDA,73,73,FAMILY,No,03/11/2011,2495405,23873005,0,26368410,2012,"Sherman Village Apartments, LP",SOLARI I ENTERPRISES INC.,(714) 282-2520 x211,click here (http://hcidapp.lacity.org/mpphotos/10-117639/Photo/Website/10-117639.JPG),187,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=10-117639&LutSiteCD=1),C-118599,2/7/2022,-118.54502,34.20032,POINT (-118.54502 34.20032)
5174013905,14-121628,SANTA CECILIA APARTMENTS,In-Service,NEW CONSTRUCTION,"117 S BOYLE AVE  Los Angeles, CA 90033",14,1,WHOLESALE DISTRICT,80,80,FAMILY,No,03/19/2015,2231389,30346705,0,32578094,2016,"McCormack Baron Salzar, Inc.","MCCORMACK BARON RAGAN MANAGEMENT SERVICES, INC.",(213) 236-2694,click here (http://hcidapp.lacity.org/mpphotos/14-121628/Photo/Website/P2010029.png),287,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=14-121628&LutSiteCD=1),C-125417,2/7/2022,-118.22011,34.04704,POINT (-118.22011 34.04704)
2328014046,30115,HFL VAN NUYS APARTMENTS,In-Service,NEW CONSTRUCTION,"13457 W VANOWEN ST  Van Nuys, CA 91405",2,1,VALLEY GLEN,15,15,SPECIAL NEEDS,Yes,09/28/2004,975900,2688221,0,3664121,2006,N/A,CARING HOUSING MINISTRIES,(626) 300-2447,click here (http://hcidapp.lacity.org/mpphotos/030115/Photo/Website/CD%202%20-%20HFL%20Van%20Nuys.jpg),20,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=030115&LutSiteCD=1),C-107419,2/7/2022,-118.42638,34.19408,POINT (-118.42638 34.19408)
5037019051,30160,VERMONT SENIORS BY CRA,In-Service,NEW CONSTRUCTION,"3901 S VERMONT AVE  Los Angeles, CA 90037",8,1,EXPOSITION PARK,140,140,SENIORS,No,05/05/2003,3600000,21500872,0,25100872,2009,"COMMUNITY REDEVELOPMENT AGENCY, LA",N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/030160/Photo/Website/CD%208%20-%20Vermont%20Sr.%20I%20&%20%20II%20-%20030160.png),204,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=030160&LutSiteCD=1),,2/7/2022,-118.2918,34.01534,POINT (-118.2918 34.01534)
2314008041,15-122539,ARMINTA SQUARE,In-Service,NEW CONSTRUCTION,"11050 W ARMINTA ST  Sun Valley, CA 91352",6,1,SUN VALLEY,110,110,FAMILY,Yes,09/26/2019,0,53267581,0,53267581,2021,Meta Housing Corporation,THE JOHN STEWART COMPANY,(213) 787-2710,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-122539&LutSiteCD=1),,2/7/2022,-118.37214,34.21377,POINT (-118.37214 34.21377)
5149037010,12-118785,ROSSLYN HOTEL APARTMENTS,In-Service,REHAB,"112 W 5TH ST  Los Angeles, CA 90013",14,1,DOWNTOWN,264,264,SPECIAL NEEDS,Yes,11/29/2012,8138435,27382725,0,35521160,2014,Single Room Occupancy Housing Corporation,SINGLE ROOM OCCUPANCY HOUSING CORPORATION,(213) 229-9640 x22,click here (http://hcidapp.lacity.org/mpphotos/12-118785/Photo/Website/12-118785.jpg),176,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=12-118785&LutSiteCD=1),C-121502,2/7/2022,-118.24902,34.04687,POINT (-118.24902 34.04687)
5050012014,05-117193,LEEWARD APTS. (SITE 8),In-Service,REHAB,"2828 S WEST BLVD  Los Angeles, CA 90016",10,8,CRENSHAW DISTRICT,0,257,FAMILY,No,05/02/2005,0,7103994,10208936,17312930,2006,"HAMPSTEAD PARTNERS, INC.","ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=05-117193&LutSiteCD=8),,2/7/2022,-118.34156,34.03015,POINT (-118.34156 34.03015)
5148024026,17-124264,FLOR 401 LOFTS,In-Service,NEW CONSTRUCTION,"401 E 7TH ST  Los Angeles, CA 90014",14,1,WHOLESALE DISTRICT,99,99,SPECIAL NEEDS,Yes,12/04/2018,12981892,37707018,4970000,55658910,2020,Skid Row Housing Trust,SRHT PROPERTY MANAGEMENT COMPANY,(213) 683-0522 x127,click here (http://hcidapp.lacity.org/mpphotos/17-124264/Photo/Website/Flor%20401%20Lofts%206-29-15.JPG),334,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=17-124264&LutSiteCD=1),"C-132475,C-132476",2/7/2022,-118.24802,34.04226,POINT (-118.24802 34.04226)
6038001020,70172,TWO WORLD APARTMENTS (SITE 2),In-Service,REHAB,"8640 S DENVER AVE 1-8  Los Angeles, CA 90044",8,2,VERMONT VISTA,0,96,SENIORS,No,02/11/2008,3225000,17094146,0,20319146,2008,"TWO WORLDS PRESERVATION LIMITED PARTNERSHIP,",N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/070172/Photo/Website%20Site2/Two%20Worlds%20%208640%20S.%20Denver%20-%20070172.png),99,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=070172&LutSiteCD=2),C-113107,2/7/2022,-118.28373,33.95894,POINT (-118.28373 33.95894)
5076018023,15-123418,WESTMORE ELDEN ELMS PH2,In-Service,NEW CONSTRUCTION,"1255 S ELDEN AVE  Los Angeles, CA 90006",1,1,PICO-UNION,93,93,FAMILY,Yes,03/06/2019,0,46852813,0,46852813,2021,West Hollywood Community Housing Corporation,JOHN STEWART COMPANY,(213) 787-2700,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-123418&LutSiteCD=1),,2/7/2022,-118.2879,34.04805,POINT (-118.2879 34.04805)
5148025009,17-124315,SP7 APARTMENTS (SITE 2),In-Service,BOTH REHAB AND NEW CONSTRUCTION,"647 S SAN PEDRO ST  Los Angeles, CA 90014",14,2,WHOLESALE DISTRICT,19,100,SPECIAL NEEDS,Yes,09/28/2018,15000000,34662532,0,49662532,2021,Skid Row Housing Trust,SRHT PROPERTY MANAGEMENT COMPANY,(213) 683-0522 x127,click here (http://hcidapp.lacity.org/mpphotos/17-124315/Photo/Website%20Site2/SP7%20SP%20house.JPG),495,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=17-124315&LutSiteCD=2),"C-131386,C-131982,C-96549",2/7/2022,-118.24643,34.04132,POINT (-118.24643 34.04132)
5115019908,11-117837,DUNBAR VILLAGE (SITE 2),In-Service,ACQUISITION + REHAB,"4201 S CENTRAL AVE  Los Angeles, CA 90011",9,2,VERNON CENTRAL,24,83,FAMILY,No,07/06/2011,12019660,17563532,0,29583192,2013,THOMAS SAFRAN & ASSOCIATES,THOMAS SAFRAN & ASSOCIATES,(310) 820-4888,click here (http://hcidapp.lacity.org/mpphotos/11-117837/Photo/Website%20Site2/dunbar4914_005%20copy.png),215,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=11-117837&LutSiteCD=2),"C-119063,C-123799",2/7/2022,-118.25688,34.00744,POINT (-118.25688 34.00744)
5177018017,20289,LA 78 PRESERVATION PROJECT (SITE 2),In-Service,N/A,"825 N FOREST AVE  Los Angeles, CA 90033",14,2,BOYLE HEIGHTS,8,78,N/A,No,12/23/2002,0,0,0,0,2004,N/A,"LEONARDO MANAGEMENT, INC.",(602) 350-2931,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=020289&LutSiteCD=2),,2/7/2022,-118.19875,34.04961,POINT (-118.19875 34.04961)
5001024019,60012,MIMMIM TOWN HOMES,In-Service,NEW CONSTRUCTION,"5417 S FIGUEROA ST 1-21  Los Angeles, CA 90037",9,1,WEST VERNON,21,21,FAMILY,No,09/27/2006,945683,6101295,0,7046978,2008,CENTRAL VALLEY COALITION FOR AFFORDABLE HOUSING,BARKER MANAGEMENT INC.,(323) 465-6611,click here (http://hcidapp.lacity.org/mpphotos/060012/Photo/Website/CD%209%20-%20Mimmim%20Townhomes.jpg),48,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=060012&LutSiteCD=1),C-110670,2/7/2022,-118.28298,33.99255,POINT (-118.28298 33.99255)
5535013015,07-117237,QUEEN APARTMENTS (SITE 2),In-Service,REHAB,"5217 W MARATHON ST  Los Angeles, CA 90038",13,2,MELROSE,20,96,FAMILY,Yes,04/27/2007,0,10271751,7300000,17571751,2008,N/A,THE JOHN STEWART COMPANY,(213) 833-1860,click here (http://hcidapp.lacity.org/mpphotos/07-117237/Photo/Website%20Site2/Queens%20Apt%20(Site2)%205217%20Marathon.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=07-117237&LutSiteCD=2),,2/7/2022,-118.3121,34.085,POINT (-118.3121 34.085)
5073007004,30159,INGRAM PRESERVATION (SITE 3),In-Service,REHAB,"1525 S ST ANDREWS PL 1-27  Los Angeles, CA 90019",10,3,HARVARD HEIGHTS,27,140,LARGE FAMILY / WAIVER REQUIRED,No,06/17/2004,4900000,6637761,2790000,14327761,2005,"W.O.R.K.S.,","SOLARI ENTERPRISES, INC.",(714) 282-2520,click here (http://hcidapp.lacity.org/mpphotos/030159/Photo/Website%20Site3/St%20Andrews%204.png),21,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=030159&LutSiteCD=3),C-106779,2/7/2022,-118.31179,34.0446,POINT (-118.31179 34.0446)
5538002035,50004,MARIPOSA PLACE APARTMENTS,In-Service,NEW CONSTRUCTION,"1050 N Mariposa AVE  Los Angeles, CA 90029",13,1,EAST HOLLYWOOD,58,58,LARGE FAMILY / WAIVER REQUIRED,No,11/30/2006,3132000,20876307,1532000,25540307,2009,"HOLLYWOOD COMMUNITY HOUSING CORP.,",THE JOHN STEWART COMPANY,(213) 833-1860,click here (http://hcidapp.lacity.org/mpphotos/050004/Photo/Website/CD%2013%20-%20Mariposa%20Place.JPG),180,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=050004&LutSiteCD=1),C-110928,2/7/2022,-118.29906,34.09053,POINT (-118.29906 34.09053)
5214001002,18-125042,ROSA DE CASTILLA APARTMENTS,In-Service,NEW CONSTRUCTION,"4208 E HUNTINGTON DR SOUTH  Los Angeles, CA 90032",14,1,EL SERENO,85,85,SPECIAL NEEDS,Yes,05/02/2019,12000000,37065012,0,49065012,2022,East LA Community Corportion,JOHN STEWART COMPANY,(213) 787-2700,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),420,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-125042&LutSiteCD=1),C-133110,2/7/2022,-118.19263,34.07889,POINT (-118.19263 34.07889)
5137032023,09-117198,MOSAIC APARTMENTS,In-Service,N/A,"1521 W PICO BLVD 1-56  Los Angeles, CA 90015",1,1,PICO-UNION,56,56,FAMILY,No,06/22/2010,746480,20733937,0,21480417,2011,"Foundation For Affordable Housing, Inc",FPI MANAGEMENT,(714) 641-5110,click here (http://hcidapp.lacity.org/mpphotos/09-117198/Photo/Website/mosaic%20cropped.png),149,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=09-117198&LutSiteCD=1),C-117159,2/7/2022,-118.27557,34.0449,POINT (-118.27557 34.0449)
5210024002,18-125506,THE BRINE RESIDENTIAL,Development,NEW CONSTRUCTION,"1829 N HANCOCK ST  Los Angeles, CA 90031",14,1,LINCOLN HEIGHTS,97,97,SPECIAL NEEDS,Yes,10/29/2021,0,0,0,0,Development,Decro Corporation,FPI MANAGEMENT,(714) 641-5110,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),438,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-125506&LutSiteCD=1),,2/7/2022,-118.20903,34.06552,POINT (-118.20903 34.06552)
2119021045,10-117559,CANBY WOODS SENIOR HOUSING,In-Service,NEW CONSTRUCTION,"7238 N CANBY AVE 1-98  Reseda, CA 91335",3,1,RESEDA,98,98,SENIORS,No,06/22/2011,2347003,22425602,0,24772605,2013,THOMAS SAFRAN & ASSOCIATES,THOMAS SAFRAN & ASSOCIATES,(310) 820-4888,click here (http://hcidapp.lacity.org/mpphotos/10-117559/Photo/Website/10-117559.JPG),212,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=10-117559&LutSiteCD=1),C-118988,2/7/2022,-118.53363,34.20245,POINT (-118.53363 34.20245)
5153023008,08-117188,ANDALUCIA HEIGHTS,In-Service,NEW CONSTRUCTION,"450 S HARTFORD AVE  Los Angeles, CA 90017",1,1,WESTLAKE,75,75,FAMILY,No,08/06/2009,5354118,19753513,0,25107631,2011,"W.O.R.K.S.,","FPI MANAGEMENT, INC",(916) 813-0056,click here (http://hcidapp.lacity.org/mpphotos/08-117188/Photo/Website/andalucia%20heights.png),274,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=08-117188&LutSiteCD=1),C-115484,2/7/2022,-118.26328,34.05706,POINT (-118.26328 34.05706)
5114014009,14-121652,FLORENCE MILLS,In-Service,NEW CONSTRUCTION,"1036 E 35TH ST  LOS ANGELES, CA 90011",9,1,CENTRAL,74,74,SPECIAL NEEDS,Yes,12/17/2018,9389115.63,36081992,0,45471107.63,2021,Hollywood Community Housing Corporation,BARKER MANAGEMENT INCORPORATED,(714) 533-3450,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),226,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=14-121652&LutSiteCD=1),C-129358,2/7/2022,-118.25739,34.01161,POINT (-118.25739 34.01161)
5135016017,05-117193,LEEWARD APTS. (SITE 3),In-Service,REHAB,"1134 W 17TH ST 1-28  Los Angeles, CA 90015",1,3,PICO-UNION,0,257,FAMILY,No,05/02/2005,0,7103994,10208936,17312930,2006,"HAMPSTEAD PARTNERS, INC.","ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=05-117193&LutSiteCD=3),,2/7/2022,-118.2809,34.04093,POINT (-118.2809 34.04093)
5059003022,18-124669,ADAMS TERRACE (SITE 2),Development,NEW CONSTRUCTION,"4347 W ADAMS BLVD  Los Angeles, CA 90018",10,2,WELLINGTON SQUARE,48,86,SENIORS,Yes,11/25/2020,12895000,41450241,5991700,60336941,Development,Abode Communities,ABODE COMMUNITIES,(213) 629-2702,click here (http://hcidapp.lacity.org/mpphotos/18-124669/Photo/Website%20Site2/Adams%20Site%202.JPG),572,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-124669&LutSiteCD=2),C-137407,2/7/2022,-118.33387,34.03275,POINT (-118.33387 34.03275)
5152007027,50029,CORONITA FAMILY,In-Service,ACQUISITION + NEW CONSTRUCTION,"204 S LUCAS AVE 1-21  Los Angeles, CA 90026",1,1,TEMPLE-BEAUDRY,21,21,FAMILY,No,02/21/2006,2269560,5680952,0,7950512,2008,"META HOUSING CORPORATION,","SOLARI ENTERPRISES, INC.",(714) 282-2520,click here (http://hcidapp.lacity.org/mpphotos/050029/Photo/Website/coronita204lucas3of511308(PNG).png),47,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=050029&LutSiteCD=1),C-109530,2/7/2022,-118.26005,34.06047,POINT (-118.26005 34.06047)
5103023033,13-119723,CENTRAL AVENUE VILLAGE SQUARE (RECAP),In-Service,ACQUISITION + REHAB,"1060 E 53RD ST  Los Angeles, CA 90011",9,1,VERNON CENTRAL,45,45,FAMILY,No,12/19/2014,0,5034266,3007104,8041370,2016,"CP Preservation Housing, LLC",CONCERNED CITIZENS OF SOUTH CENTRAL LOS ANGELES,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),51,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=13-119723&LutSiteCD=1),C-125093,2/7/2022,-118.25716,33.99418,POINT (-118.25716 33.99418)
2138007005,19-126543,BELL CREEK APARTMENTS,Development,NEW CONSTRUCTION,"6940 N OWENSMOUTH AVE  Canoga Park, CA 91303",3,1,CANOGA PARK,80,80,SPECIAL NEEDS,Yes,11/17/2020,6226546,43625251,0,49851797,Development,Meta Housing Corporation,THE JOHN STEWART COMPANY,(213) 883-1860,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),375,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=19-126543&LutSiteCD=1),C-137317,2/7/2022,-118.60139,34.19677,POINT (-118.60139 34.19677)
6011003004,18-125039,RUTH TEAGUE HOMES (FKA 67TH & MAIN) (SITE 3),Development,NEW CONSTRUCTION,"114 E 67TH ST  Los Angeles, CA 90003",9,3,FLORENCE-FIRESTONE,0,52,SPECIAL NEEDS,Yes,12/14/2020,7180000,30672556,0,37852556,Development,Coalition for Responsible Community Development,THE JOHN STEWART COMPANY,(213) 743-6193 x8782700350,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),256,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-125039&LutSiteCD=3),C-137511,2/7/2022,-118.27325,33.97867,POINT (-118.27325 33.97867)
5101030030,18-125517,MAIN STREET APARTMENTS,Development,NEW CONSTRUCTION,"5501 S MAIN ST  Los Angeles, CA 90037",9,1,SOUTH PARK,57,57,SPECIAL NEEDS,Yes,06/17/2021,8512000,0,0,8512000,Development,"Highridge Costa Development Company, LLC",FPI MANAGEMENT,(714) 641-5110,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),315,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-125517&LutSiteCD=1),C-138434,2/7/2022,-118.27416,33.99209,POINT (-118.27416 33.99209)
5005031026,18-125019,WESTERN AVENUE APARTMENTS,In-Service,ACQUISITION + REHAB,"5501 S WESTERN AVE  LOS ANGELES, CA 90062",8,1,WEST VERNON,33,33,SPECIAL NEEDS,Yes,11/29/2018,4660033,6780346,0,11440379,2021,"Veterans Housing Partnership, LLC","STEP UP ON SECOND, INC.",(310) 576-1308 x1646,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),49,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-125019&LutSiteCD=1),C-132457,2/7/2022,-118.30913,33.99225,POINT (-118.30913 33.99225)
6120018084,13-119250,VERMONT VILLAS,In-Service,NEW CONSTRUCTION,"16304 S VERMONT AVE  Gardena, CA 90247",15,1,HARBOR GATEWAY,79,79,SPECIAL NEEDS,Yes,03/18/2014,3872900,17861000,0,21733900,2015,"AHG Vermont, LLC (Affirmed Housing Group)","SOLARI ENTERPRISES, INC.",(714) 282-2520 x224,click here (http://hcidapp.lacity.org/mpphotos/13-119250/Photo/Website/150_2748.png),187,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=13-119250&LutSiteCD=1),C-123746,2/7/2022,-118.2905,33.88332,POINT (-118.2905 33.88332)
5053006050,11-118593,JEFFERSON PARK TERRACE,In-Service,DEMO/NEW CONSTRUCTION,"3023 S WESTERN AVE  Los Angeles, CA 90018",10,1,EXPOSITION PARK,60,60,FAMILY,Yes,06/20/2012,0,17162642,0,17162642,2013,MERCY HOUSING CALIFORNIA 56,MERCY HOUSING MANAGEMENT GROUP (MHM),(303) 830-3300,click here (http://hcidapp.lacity.org/mpphotos/11-118593/Photo/Website/jeffersonparkterrace42314_004.png),154,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=11-118593&LutSiteCD=1),C-120560,2/7/2022,-118.30906,34.02708,POINT (-118.30906 34.02708)
5110015013,80071,36TH STREET AND BROADWAY APARTMENTS,In-Service,REHAB,"4777 S BROADWAY  Los Angeles, CA 90037",9,1,SOUTH PARK,16,27,SPECIAL NEEDS,Yes,10/16/2009,2938772,8338570,0,11277342,2012,Gubb and Barshay,ABODE COMMUNITIES (FORMERLY LACDC),(213) 225-2812,click here (http://hcidapp.lacity.org/mpphotos/080071/Photo/Website/080071b.JPG),65,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=080071&LutSiteCD=1),C-116166,2/7/2022,-118.27853,33.99944,POINT (-118.27853 33.99944)
5154029016,19-126530,THE LAKE HOUSE (FKA WESTLAKE HOUSING) (SITE 2),Development,NEW CONSTRUCTION,"503 S WESTLAKE AVE  Los Angeles, CA 90057",1,2,WESTLAKE,31,63,SPECIAL NEEDS,Yes,06/09/2021,6510000,31819953,0,38329953,Development,Community Development Partners,FPI MANAGEMENT,(916) 850-4402,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),316,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=19-126530&LutSiteCD=2),C-138417,2/7/2022,-118.27339,34.05973,POINT (-118.27339 34.05973)
5534015016,13-119154,HOLLYWOODLAND,In-Service,ACQUISITION + REHAB,"1206 N GOWER ST  HOLLYWOOD, CA 90038",13,1,HOLLYWOOD,8,82,SENIORS,No,11/21/2013,0,7946357,10500000,18446357,2014,Steele Properties LLC,"MONROE GROUP, LRD",(303) 322-8888,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),53,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=13-119154&LutSiteCD=1),,2/7/2022,-118.32213,34.09281,POINT (-118.32213 34.09281)
5037020015,07-117233,HDR I & II (SITE 3),In-Service,REHAB,"1063 W 39TH PL  Los Angeles, CA 90037",8,3,EXPOSITION PARK,12,125,FAMILY,No,07/01/2007,0,8116043,6787000,14903043,2008,"Spruce DEV LA, LLC",PK MANAGEMENT,(216) 472-1870,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=07-117233&LutSiteCD=3),,2/7/2022,-118.29382,34.01426,POINT (-118.29382 34.01426)
5124024011,15-122656,ST. JAMES PARK (SITE 2),In-Service,ACQUISITION + REHAB,"34 ST JAMES PARK  Los Angeles, CA 90007",1,2,UNIVERSITY PARK,11,104,FAMILY,No,05/16/2016,0,27481703,9879228,37360931,2018,Retirement Housing Foundation,"FOUNDATION PROPERTY MANAGEMENT, INC.",(213) 746-9548,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-122656&LutSiteCD=2),,2/7/2022,-118.28053,34.03121,POINT (-118.28053 34.03121)
5035025030,20010,SANTOS PLAZA APARTMENTS,In-Service,REHAB,"1608 W 38TH PL  Los Angeles, CA 90062",8,1,EXPOSITION PARK,37,37,SPECIAL NEEDS,No,08/16/2002,1185000,5219539,0,6404539,1999,"A COMMUNITY OF FRIENDS,",A COMMUNITIY OF FRIENDS,(213) 480-0809 x223,click here (http://hcidapp.lacity.org/mpphotos/020010/Photo/Website/CD_9_-_Santos_Plaza[1].png),37,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=020010&LutSiteCD=1),C-103710,2/7/2022,-118.30909,34.01632,POINT (-118.30909 34.01632)
