,OBJECTID,PANTHERID,SEX,AGE,LOCATION,CAUSE,YEAR,Date,last_edited_date,CauseLong,PANTHERID2,MORTID,AGE_UNITS,month,lon,lat,year
552,2292,UCFP030,Female,1,"US 41, Turner River",Vehicular trauma,1996,1996-05-02 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00438,Years,5,-81.26982372027395,25.890836209755395,1996
553,2293,UCFP029,Male,4,"CR 832, 5.5 miles E of SR 29",Vehicular trauma,1996,1996-04-24 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00437,Years,4,-81.34969560826623,26.60283644672564,1996
554,2294,UCFP024,Female,10,FPNWR,Infectious disease - Other,1996,1996-03-18 04:00:00+00:00,2022-05-02T15:27:17+00:00,Infectious disease - Other,,MN-00433,Days,3,-81.35435647759202,26.18591677498195,1996
555,2295,UCFP044,Unknown,14,,Unknown,1996,1996-02-06 05:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-01080,Days,2,-81.00200132648158,25.99744168698123,1996
556,2296,TX102,Female,4.5,"CR 833, just N of CR 835",Vehicular trauma,1995,1995-09-23 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00409,Years,9,-81.02753392979969,26.435455518290357,1995
557,2297,FP042,Male,6,SBCNP,Unknown,1995,1995-06-23 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00875,Years,6,-81.09374821848782,26.035363717006735,1995
558,2298,FP052,Female,3.3,CR 846 near Dupree Road,Vehicular trauma,1995,1995-01-13 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00879,Years,1,-81.34774444411293,26.418656204559653,1995
559,2299,FP012,Male,13.5,Bear island (Collier CO),ISA,1994,1994-11-09 05:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00575,Years,11,-81.14097989519182,26.296877857906544,1994
560,2300,FP038,Female,8.5,"Conservation Area 3A. Cypress National Preserve, Raccoon Point",Unknown,1994,1994-08-05 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00593,Years,8,-80.92985695227748,25.98391600692963,1994
561,2301,FP026,Male,11.5,4 mi. E. Hendry Prison,ISA,1994,1994-07-11 04:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00586,Years,7,-81.17960472692037,26.321078776648534,1994
562,2302,FP031,Female,13,SR 29 Sunniland,Vehicular trauma,1994,1994-03-04 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00590,Years,3,-81.34267925475586,26.265187784815907,1994
563,2303,UCFP023,Male,8,"County Line Road, 3 miles N of CR 858",Vehicular trauma,1994,1994-02-28 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00432,Months,2,-81.2712809825992,26.367074718319223,1994
564,2304,FP050,Male,2.5,"CR 846, 5 miles E of Immokalee",Vehicular trauma,1993,1993-12-06 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00600,Years,12,-81.31957770729392,26.41929979025924,1993
565,2305,FP034,Male,5,SE Hendry Co. near L28 W feeder canal,Unknown,1993,1993-11-15 05:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00591,Years,11,-81.09195198766989,26.332349261844143,1993
566,2306,UCFP022,Male,2.5,"Daniels Rd, 1 mile E of I-75",Vehicular trauma,1993,1993-08-09 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00431,Years,8,-81.77548044219097,26.547667766085183,1993
567,2307,FP044,Male,2.5,"SBCNP, Raccoon Pt.",ISA,1993,1993-07-07 04:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00597,,7,-80.91088586657676,25.968554760556607,1993
568,2308,FP053,Male,11,Private lands N of FPNWR,ISA,1993,1993-02-26 05:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00602,Months,2,-81.38764677988851,26.232441096028328,1993
569,2309,FP047,Male,18,FSSP,ISA,1993,1993-02-19 05:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00599,Months,2,-81.3914038056979,26.02310734361086,1993
570,2310,UCFP021,Female,7,"SR 29, Sunniland",Vehicular trauma,1992,1992-11-09 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00430,Months,11,-81.3421302215222,26.26579406584901,1992
571,2311,FP029,Male,3.5,"Hendry Co., Gum Swamp",Infectious disease - Pseudorabies,1992,1992-05-27 04:00:00+00:00,2022-05-02T15:27:17+00:00,Infectious disease - Pseudorabies,,MN-00869,Years,5,-81.23714543658724,26.354602555158483,1992
572,2312,FP043,Male,26,"BCSIR, Hendry Co.",ISA,1991,1991-10-31 04:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00596,Months,10,-81.04787067122626,26.281895989085683,1991
573,2313,FP022,Female,4.5,EVER in solution hole Pinelands on Long Pine Key,Unknown,1991,1991-07-22 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00584,Years,7,-80.70949991843555,25.408410678654374,1991
574,2314,FP014,Female,10.5,Everglades National Park,Unknown,1991,1991-06-21 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00577,Years,6,-80.643959541382,25.380272015545273,1991
575,2315,UCFP020,Female,9,"east side SR 29, at Pistol Pond",Vehicular trauma,1991,1991-02-04 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00429,Months,2,-81.34180416271846,26.24677883411257,1991
576,2316,FP037,Male,4,"SR 29, 0.5 miles N of I-75",Vehicular trauma,1990,1990-11-26 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00592,Years,11,-81.34523512253762,26.164132599507337,1990
577,2317,FP018,Female,9,"S of CR 846 near Rocky Lake, Hendry Co.",ISA,1990,1990-10-03 04:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00581,,10,-81.0951418818876,26.397656812429915,1990
578,2318,FP041,Female,2,"W of BCSIR, Hendry Co.",ISA,1990,1990-09-26 04:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00595,Years,9,-81.10889202653065,26.28434577969237,1990
579,2319,FP017,Male,9,"NBCNP, near Tangerine Camp",Unknown,1990,1990-07-23 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00580,,7,-81.02015434430083,26.216230634152097,1990
580,2320,UCFP019,Male,10,"CR 835, 1 mile E of CR 833",Vehicular trauma,1990,1990-06-18 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00428,Months,6,-81.01081441835802,26.43198147357167,1990
581,2321,FP039,Male,3.5,EVER,Other,1990,1990-05-18 04:00:00+00:00,2022-05-02T15:27:17+00:00,Other,,MN-00874,Years,5,-80.87437371249632,25.5422953936296,1990
582,2322,FP030,Male,22,FSSP,ISA,1990,1990-01-29 05:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00589,Months,1,-81.38897286931767,25.967761601015884,1990
583,2323,FP033,Male,3,2 mi. NW of Hendry Prison,Infectious disease - Pseudorabies,1989,1989-11-23 05:00:00+00:00,2022-05-02T15:27:17+00:00,Infectious disease - Pseudorabies,,MN-00871,Years,11,-81.2452440614873,26.34056629830168,1989
584,2324,FP027,Male,3.5,EVER,Unknown,1989,1989-07-26 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00587,Years,7,-80.60404093981157,25.71881475351486,1989
585,2325,UCFP018,Male,3,"CR 850, 1.5 miles S of SR 82",Vehicular trauma,1989,1989-01-25 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00427,Years,1,-81.53407188823067,26.492490200932753,1989
586,2326,FP025,Male,4.5,FPNWR,Unknown,1988,1988-08-26 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00868,Years,8,-81.3691601556205,26.167477385217346,1988
587,2327,FP024,Male,4,Glades Co. near Palmdale,Unknown,1988,1988-08-22 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00585,Years,8,-81.29770246889093,27.01677923792556,1988
588,2328,FP015,Female,7,EVER,ISA,1988,1988-06-10 04:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00578,Years,6,-80.7264545612079,25.36781473283179,1988
589,2329,FP013,Male,7,SR 29 Sunniland,Vehicular trauma,1987,1987-12-14 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00576,Years,12,-81.34204491840114,26.264024500087825,1987
590,2330,FP010,Male,18,"Mud Lake Strand, now FPNWR",ISA,1987,1987-01-27 05:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00574,Months,1,-81.37429655353182,26.249831071713864,1987
591,2331,UCFP015,Female,4.5,SR 84 (now I-75),Vehicular trauma,1986,1986-11-15 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00424,Years,11,-81.41500930803424,26.15338386325673,1986
592,2332,FP007,Male,10,"SR 29, 4 miles S of  SR 84 (now I-75)",Vehicular trauma,1985,1985-10-26 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00572,Years,10,-81.34461478103671,26.095969636821696,1985
593,2333,FP004,Male,12,SR 84 (now I-75),Vehicular trauma,1985,1985-04-18 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00569,Years,4,-81.40001335639896,26.153886798663525,1985
594,2334,UCFP014,Female,2.5,"Collier Seminole State Park, Collier Co.",Illegal kill,1985,1985-03-25 04:00:00+00:00,2022-05-02T15:27:17+00:00,Illegal kill,,MN-00423,Years,3,-81.59340683625219,25.998256093602677,1985
595,2335,UCFP013,Female,,,Vehicular trauma,1985,1985-01-08 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00422,,1,-81.41789136128219,26.153547091221967,1985
596,2336,FP002,Male,14,FSSP,ISA,1984,1984-12-05 05:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00568,Years,12,-81.38150673114117,25.99745326374012,1984
597,2337,UCFP012,Female,,SR 84 (now I-75),Vehicular trauma,1984,1984-11-12 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00421,,11,-81.41983272212079,26.1536497998205,1984
598,2338,FP001,Male,13,SR 84 (now I-75),Vehicular trauma,1983,1983-12-14 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00567,Years,12,-81.39001855591908,26.15399547629156,1983
599,2339,FP005,Female,8.5,Fakahatchee Conservation Club (now FPNWR),Unknown,1983,1983-11-18 05:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00570,Years,11,-81.35585664076028,26.208631318212923,1983
600,2340,UCFP009,Male,3,US 27 Palmdale,Vehicular trauma,1983,1983-03-17 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00418,Years,3,-81.3157805205031,26.935040537395917,1983
601,2341,FP003,Female,9,FSSP,Capture related,1983,1983-01-17 05:00:00+00:00,2022-05-02T15:27:17+00:00,Capture related,,MN-00864,Years,1,-81.42841689451674,25.988725635897172,1983
602,2342,FP006,Male,7,SBCNP-  see attached file.  Cypress head 2-3 miles west of airboat  trail off L-28 near camps,Other,1982,1982-04-16 04:00:00+00:00,2022-05-02T15:27:17+00:00,Other,,MN-00571,Years,4,-80.90399350393179,26.10305841150394,1982
603,2343,UCFP006,Female,2,SR 29 near Copeland,Vehicular trauma,1981,1981-04-19 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00416,Years,4,-81.34555820252785,26.01873644237391,1981
604,2344,UCFP005,Male,2,SR 29 near Sunniland,Vehicular trauma,1980,1980-02-07 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00415,Years,2,-81.34233442655258,26.284195536752218,1980
605,2345,UCFP004,Female,,"Highway 29, 200 ft north of Alligator alley",Vehicular trauma,1979,1979-12-23 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00414,,12,-81.34512495225285,26.157297485741346,1979
606,2346,UCFP003,Male,,"US 41, Gannet Strand",Unknown,1979,1979-02-01 05:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00413,,2,-81.05966574404455,25.859505948456565,1979
607,2347,UCFP028,Male,2.5,SR 25 S of Moore Haven,Vehicular trauma,1972,1972-02-13 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00749,Years,2,-81.08281681113652,26.78446266075938,1972
